District,Parish,Sub County
BUGIRI,BUWOLYA,BUDHAYA
BUGIRI,MAYUGE,BUDHAYA
BUGIRI,BULUWE,BULESA
BUGIRI,BUWUNI  RURAL,BULESA
BUGIRI,BUWUNI TOWN BOARD,BULESA
BUGIRI,IGGWE,BULESA
BUGIRI,KITODHA,BULESA
BUGIRI,NAMASERE,BULESA
BUGIRI,BULIDHA,BULIDHA
BUGIRI,ISAKABISOLO,BULIDHA
BUGIRI,MAKOMA,BULIDHA
BUGIRI,NABIGINGO,BULIDHA
BUGIRI,WAKAWAKA,BULIDHA
BUGIRI,BUFUNDA,BULUGUYI
BUGIRI,BUGAYI,BULUGUYI
BUGIRI,BULUGUYI,BULUGUYI
BUGIRI,MUWAYO,BULUGUYI
BUGIRI,NSANGO,BULUGUYI
BUGIRI,BUBUGO,BUWUNGA
BUGIRI,BUPALA,BUWUNGA
BUGIRI,BUSOGA,BUWUNGA
BUGIRI,BUSOWA,BUWUNGA
BUGIRI,BUSOWA TOWN BOARD,BUWUNGA
BUGIRI,BUWUNGA,BUWUNGA
BUGIRI,KAVULE,BUWUNGA
BUGIRI,LUWOOKO,BUWUNGA
BUGIRI,MAGOOLA,BUWUNGA
BUGIRI,BUGESO,IWEMBA
BUGIRI,BUYALA,IWEMBA
BUGIRI,IWEMBA,IWEMBA
BUGIRI,NABIRERE,IWEMBA
BUGIRI,NAMBO,IWEMBA
BUGIRI,BUGIRI A,KAPYANGA
BUGIRI,BUGUBO,KAPYANGA
BUGIRI,BUGUNGA,KAPYANGA
BUGIRI,ISAGAZA,KAPYANGA
BUGIRI,KISEITAKA,KAPYANGA
BUGIRI,NAKAVULE,KAPYANGA
BUGIRI,NAMAYEMBA TOWN BOARD,KAPYANGA
BUGIRI,NAMUKONGE,KAPYANGA
BUGIRI,NDIFAKULYA,KAPYANGA
BUGIRI,BULULU,MUTERERE
BUGIRI,KAYOGERA,MUTERERE
BUGIRI,KITUMBA,MUTERERE
BUGIRI,MUTERERE,MUTERERE
BUGIRI,MUTERERE TOWN BOARD,MUTERERE
BUGIRI,CENTRAL,EASTERN DIVISION
BUGIRI,NORTH C,EASTERN DIVISION
BUGIRI,NORTH EAST A,EASTERN DIVISION
BUGIRI,NORTH EAST B,EASTERN DIVISION
BUGIRI,SOUTH EAST,EASTERN DIVISION
BUGIRI,NORTH A,WESTERN DIVISION
BUGIRI,NORTH B,WESTERN DIVISION
BUGIRI,SOUTH WEST,WESTERN DIVISION
BUGIRI,BUKWALI,EASTERN DIVISION
BUGIRI,KITUMBA,EASTERN DIVISION
BUGIRI,NJARA,EASTERN DIVISION
BUGIRI,NYAKAGONGO,EASTERN DIVISION
BUGIRI,KAGOTE,WESTERN DIVISION
BUGIRI,KIBIMBA,WESTERN DIVISION
BUGIRI,NYABUKARA,WESTERN DIVISION
BUGIRI,RWENGOMA,WESTERN DIVISION
BUGIRI,KAPCHESIY,EASTERN DIVISION
BUGIRI,KAPCHESOMBE,EASTERN DIVISION
BUGIRI,KAPLAK,EASTERN DIVISION
BUGIRI,KIRWOKO,EASTERN DIVISION
BUGIRI,KWEEN,EASTERN DIVISION
BUGIRI,KWOTI,EASTERN DIVISION
BUGIRI,SIRON,EASTERN DIVISION
BUGIRI,TERYET,EASTERN DIVISION
BUGIRI,BASAR,WESTERN DIVISION
BUGIRI,KABAT,WESTERN DIVISION
BUGIRI,KAPENGURIA,WESTERN DIVISION
BUGIRI,KAPKWINGI,WESTERN DIVISION
BUGIRI,KAPLELKO,WESTERN DIVISION
BUGIRI,KAPNYIKEW,WESTERN DIVISION
BUGIRI,KAPTERET,WESTERN DIVISION
BUGIRI,KAPTUL,WESTERN DIVISION
BUGIRI,KULULU,WESTERN DIVISION
BUGIRI,GODIA,WESTERN DIVISION
BUGIRI,BULANDO,BUWUNGA
BUGIRI,BUWUNGA,BUWUNGA
BUGIRI,GGULAMA,BUWUNGA
BUGIRI,KAMWOZI,BUWUNGA
BUGIRI,KANYWA,BUWUNGA
BUGIRI,KASAKA,BUWUNGA
BUGIRI,KITENGESA,BUWUNGA
BUGIRI,MAZINGA,BUWUNGA
BUGIRI,KAKINDU,EASTERN DIVISION
BUGIRI,KANSEERA,EASTERN DIVISION
BUGIRI,KASAANA,EASTERN DIVISION
BUGIRI,KAWEERI,EASTERN DIVISION
BUGIRI,KAWUMULWA,EASTERN DIVISION
BUGIRI,KYATEREKERA,EASTERN DIVISION
BUGIRI,BIWANGA,WESTERN DIVISION
BUGIRI,KASENYI CALTEX,WESTERN DIVISION
BUGIRI,KATOGO,WESTERN DIVISION
BUGIRI,KATOMA,WESTERN DIVISION
BUGIRI,KAYINJA,WESTERN DIVISION
BUGIRI,MIJUNWA,WESTERN DIVISION
BUGIRI,NABIKAKALA,WESTERN DIVISION
BUGIRI,NAKAYIMA,WESTERN DIVISION
BUGIRI,KYAMATE,EASTERN DIVISION
BUGIRI,PARK,EASTERN DIVISION
BUGIRI,KAHUNGA,WESTERN DIVISION
BUGIRI,MUKO,WESTERN DIVISION
BUGIRI,KARANGARO,WESTERN DIVISION
BUGIRI,KINYASANO,WESTERN DIVISION
BUGIRI,KITIMBA,WESTERN DIVISION
BUGIRI,NORTHERN A,WESTERN DIVISION
BUGIRI,AGIP,EASTERN DIVISION
BUGIRI,AKISIM,EASTERN DIVISION
BUGIRI,CENTRAL,EASTERN DIVISION
BUGIRI,KENGERE,EASTERN DIVISION
BUGIRI,MORUAPESUR,EASTERN DIVISION
BUGIRI,NAKATUNYA,WESTERN DIVISION
BUGIRI,ODERAI  MAJENGO,WESTERN DIVISION
BUGIRI,PAMBA,WESTERN DIVISION
BUGIRI,SENIOR QUARTERS,WESTERN DIVISION
BUGIRI,AMAGORO A,EASTERN DIVISION
BUGIRI,AMAGORO B,EASTERN DIVISION
BUGIRI,KASOLI,EASTERN DIVISION
BUGIRI,NYANGOLE,EASTERN DIVISION
BUGIRI,AGURURU A,WESTERN DIVISION
BUGIRI,AGURURU B,WESTERN DIVISION
BUGIRI,BISON MAGURIA,WESTERN DIVISION
BUGIRI,CENTRAL,WESTERN DIVISION
BUHWEJU,KAREMBE,BIHANGA
BUHWEJU,NYAKAZIBA,BIHANGA
BUHWEJU,RUKIRI,BIHANGA
BUHWEJU,BITSYA,BITSYA
BUHWEJU,KANKARA,BITSYA
BUHWEJU,KITEGA,BITSYA
BUHWEJU,MUSHASHA,BITSYA
BUHWEJU,NYAKAHITA,BURERE
BUHWEJU,NYAKASHAKA,BURERE
BUHWEJU,NYAKITOKO,BURERE
BUHWEJU,RUBENGYE,BURERE
BUHWEJU,RUSHAMBYA,BURERE
BUHWEJU,RWAJERE,BURERE
BUHWEJU,ENGAJU,ENGAJU
BUHWEJU,KAJUMBURA,ENGAJU
BUHWEJU,KATONGO,ENGAJU
BUHWEJU,KIYANJA,ENGAJU
BUHWEJU,KYAHENDA,ENGAJU
BUHWEJU,KARUNGU,KARUNGU
BUHWEJU,KASHARARA,KARUNGU
BUHWEJU,KATARA,KARUNGU
BUHWEJU,RUGONGO,KARUNGU
BUHWEJU,KICUZI,NSIIKA TOWN COUNCIL
BUHWEJU,KYAJURA,NSIIKA TOWN COUNCIL
BUHWEJU,NSIIKA,NSIIKA TOWN COUNCIL
BUHWEJU,KABEGARAMIRE,NYAKISHANA
BUHWEJU,KATINDA,NYAKISHANA
BUHWEJU,KIRAMIRA,NYAKISHANA
BUHWEJU,RUKONDO,NYAKISHANA
BUHWEJU,RUSHAYO,NYAKISHANA
BUHWEJU,RWANYAMABARE,NYAKISHANA
BUHWEJU,BWOGA,RWENGWE
BUHWEJU,KASHENYI,RWENGWE
BUHWEJU,KIBIMBA,RWENGWE
BUHWEJU,KYEYARE,RWENGWE
BUHWEJU,NYAKISHOJWA,RWENGWE
BUHWEJU,RWENGWE,RWENGWE
BUHWEJU,BIHANGA,BIHANGA
BUHWEJU,KABEREBERE KIJUNGU,BIHANGA
BUHWEJU,KABINGO,BIHANGA
BUIKWE,KITAZI,BUIKWE
BUIKWE,MALONGWE,BUIKWE
BUIKWE,SSUGU,BUIKWE
BUIKWE,BUIKWE A,BUIKWE TOWN COUNCIL
BUIKWE,BUIKWE B,BUIKWE TOWN COUNCIL
BUIKWE,BUIKWE C,BUIKWE TOWN COUNCIL
BUIKWE,LWERU A,BUIKWE TOWN COUNCIL
BUIKWE,LWERU B,BUIKWE TOWN COUNCIL
BUIKWE,LWERU C,BUIKWE TOWN COUNCIL
BUIKWE,BUSAGAZI,NAJJA
BUIKWE,GULAMA,NAJJA
BUIKWE,KISIMBA,NAJJA
BUIKWE,KIYINDI,NAJJA
BUIKWE,MAWOTTO,NAJJA
BUIKWE,NAMATOVU,NAJJA
BUIKWE,TUKULU,NAJJA
BUIKWE,DDUNGI,NGOGWE
BUIKWE,KIKWAYI,NGOGWE
BUIKWE,KIRINGO,NGOGWE
BUIKWE,LUBONGO,NGOGWE
BUIKWE,NAMULESA,NGOGWE
BUIKWE,NDOLWA,NGOGWE
BUIKWE,BUKASA,NKOKONJERU TOWN COUNCIL
BUIKWE,MULAJJE,NKOKONJERU TOWN COUNCIL
BUIKWE,NKOKONJERU,NKOKONJERU TOWN COUNCIL
BUIKWE,BBINGA,SSI-BUKUNJA
BUIKWE,KIMERA,SSI-BUKUNJA
BUIKWE,KOBBA,SSI-BUKUNJA
BUIKWE,LUGALA,SSI-BUKUNJA
BUIKWE,LUGOBA,SSI-BUKUNJA
BUIKWE,MUVO,SSI-BUKUNJA
BUIKWE,NAMUKUMA,SSI-BUKUNJA
BUIKWE,ZZITWE,SSI-BUKUNJA
BUIKWE,KABOWA,CENTRAL DIVISION
BUIKWE,KAWOTTO,CENTRAL DIVISION
BUIKWE,KIKAWULA,CENTRAL DIVISION
BUIKWE,NAKAZADDE,CENTRAL DIVISION
BUIKWE,NAMENGO,CENTRAL DIVISION
BUIKWE,BIBBO,KAWOLO DIVISION
BUIKWE,BULYANTETE,KAWOLO DIVISION
BUIKWE,BUSABAGA,KAWOLO DIVISION
BUIKWE,BUTININDI,KAWOLO DIVISION
BUIKWE,KIGENDA,KAWOLO DIVISION
BUIKWE,KITEZA,KAWOLO DIVISION
BUIKWE,LUWAYO,KAWOLO DIVISION
BUIKWE,SAGAZI,KAWOLO DIVISION
BUIKWE,BUVUNYA,NAJJEMBE DIVISION
BUIKWE,BUWOOLA,NAJJEMBE DIVISION
BUIKWE,KABANGA,NAJJEMBE DIVISION
BUIKWE,KINONI,NAJJEMBE DIVISION
BUIKWE,KITIGOMA,NAJJEMBE DIVISION
BUIKWE,KIZIGO,NAJJEMBE DIVISION
BUIKWE,NSAKYA,NAJJEMBE DIVISION
BUIKWE,NJERU EAST,NJERU DIVISION
BUIKWE,NJERU NORTH,NJERU DIVISION
BUIKWE,NJERU SOUTH,NJERU DIVISION
BUIKWE,NJERU WEST,NJERU DIVISION
BUIKWE,BUZIIKA B,NYENGA DIVISION
BUIKWE,KABIZZI,NYENGA DIVISION
BUIKWE,NAMABU,NYENGA DIVISION
BUIKWE,NYENGA,NYENGA DIVISION
BUIKWE,SSUNGA,NYENGA DIVISION
BUIKWE,TONGOLO,NYENGA DIVISION
BUIKWE,KALAGALA,WAKISI DIVISION
BUIKWE,KONKO,WAKISI DIVISION
BUIKWE,MALINDI,WAKISI DIVISION
BUIKWE,NAKALANGA,WAKISI DIVISION
BUIKWE,NAMINYA,WAKISI DIVISION
BUIKWE,WAKISI,WAKISI DIVISION
BUIKWE,BULIGO,CENTRAL DIVISION
BUIKWE,KASOKOSO,CENTRAL DIVISION
BUIKWE,NABIDONGHA,CENTRAL DIVISION
BUIKWE,NABIDONGHA PRISON,CENTRAL DIVISION
BUIKWE,NAKAVULE,CENTRAL DIVISION
BUIKWE,WALUGOGO,CENTRAL DIVISION
BUIKWE,CENTRAL EAST,CENTRAL DIVISION
BUIKWE,CENTRAL WEST,CENTRAL DIVISION
BUIKWE,MAGWA,CENTRAL DIVISION
BUIKWE,OLD BOMA,CENTRAL DIVISION
BUIKWE,BUTOBERE,CENTRAL DIVISION
BUIKWE,CENTRAL,CENTRAL DIVISION
BUIKWE,NYABIKONI,CENTRAL DIVISION
BUIKWE,NYAKAHITA,CENTRAL DIVISION
BUIKWE,BUKESA,CENTRAL DIVISION
BUIKWE,CIVIC CENTRE,CENTRAL DIVISION
BUIKWE,INDUSTRIAL AREA,CENTRAL DIVISION
BUIKWE,KAGUGUBE,CENTRAL DIVISION
BUIKWE,KAMWOKYA I,CENTRAL DIVISION
BUIKWE,KAMWOKYA II,CENTRAL DIVISION
BUIKWE,KISENYI I,CENTRAL DIVISION
BUIKWE,KISENYI II,CENTRAL DIVISION
BUIKWE,KISENYI III,CENTRAL DIVISION
BUIKWE,BARAWA,CENTRAL DIVISION
BUIKWE,CHEMONGES,CENTRAL DIVISION
BUIKWE,CHEPSIKIROI,CENTRAL DIVISION
BUIKWE,KAPSINDA,CENTRAL DIVISION
BUIKWE,KAWOWO,CENTRAL DIVISION
BUIKWE,KOKWOMURYA,CENTRAL DIVISION
BUIKWE,BASE CAMP,CENTRAL DIVISION
BUIKWE,KAMAIBA,CENTRAL DIVISION
BUIKWE,KIREMBE,CENTRAL DIVISION
BUIKWE,NYAKABINGO II,CENTRAL DIVISION
BUIKWE,RAILWAY,CENTRAL DIVISION
BUIKWE,TOWN CENTRE,CENTRAL DIVISION
BUIKWE,TOWN,CENTRAL DIVISION
BUIKWE,WESTLAND A,CENTRAL DIVISION
BUIKWE,WESTLAND B,CENTRAL DIVISION
BUIKWE,KOTIDO CENTRAL,CENTRAL DIVISION
BUIKWE,KOTIDO EAST,CENTRAL DIVISION
BUIKWE,KOTIDO NORTH,CENTRAL DIVISION
BUIKWE,KOTIDO RURAL,CENTRAL DIVISION
BUIKWE,KOTIDO WEST,CENTRAL DIVISION
BUIKWE,NARIKAPET,CENTRAL DIVISION
BUIKWE,BAZAAR,CENTRAL DIVISION
BUIKWE,IREDA EAST,CENTRAL DIVISION
BUIKWE,IREDA WEST,CENTRAL DIVISION
BUIKWE,SENIOR QUARTERS,CENTRAL DIVISION
BUIKWE,TE-OBIA,CENTRAL DIVISION
BUIKWE,CIVIC,CENTRAL DIVISION
BUIKWE,SOUTHERN,CENTRAL DIVISION
BUIKWE,WESTERN,CENTRAL DIVISION
BUIKWE,CENTRAL,CENTRAL DIVISION
BUIKWE,KATAKALA,CENTRAL DIVISION
BUIKWE,NAKIBANGA,CENTRAL DIVISION
BUIKWE,WEST,CENTRAL DIVISION
BUIKWE,GGULU,CENTRAL DIVISION
BUIKWE,NAMUMIRA ANTHONY,CENTRAL DIVISION
BUIKWE,NSUUBE KAUGA,CENTRAL DIVISION
BUIKWE,NTAAWO,CENTRAL DIVISION
BUIKWE,CENTRAL,CENTRAL DIVISION
BUIKWE,JUKIA HILL,CENTRAL DIVISION
BUIKWE,NAMTHIN,CENTRAL DIVISION
BUIKWE,CENTRAL,CENTRAL DIVISION
BUIKWE,KIKONI,CENTRAL DIVISION
BUKEDEA,AKERO,BUKEDEA
BUKEDEA,AKUORO,BUKEDEA
BUKEDEA,KAKERE,BUKEDEA
BUKEDEA,KALOKO,BUKEDEA
BUKEDEA,KAMON,BUKEDEA
BUKEDEA,KASOKA,BUKEDEA
BUKEDEA,KOCHEKA,BUKEDEA
BUKEDEA,KOKOLOTUM,BUKEDEA
BUKEDEA,KOKUTU,BUKEDEA
BUKEDEA,AGULET,BUKEDEA TOWN COUNCIL
BUKEDEA,BUKEDEA,BUKEDEA TOWN COUNCIL
BUKEDEA,EMOKORI,BUKEDEA TOWN COUNCIL
BUKEDEA,KACHABULE,BUKEDEA TOWN COUNCIL
BUKEDEA,KIDE,BUKEDEA TOWN COUNCIL
BUKEDEA,OKUNGURO COMPLEX,BUKEDEA TOWN COUNCIL
BUKEDEA,OKUNGURO PARENTS,BUKEDEA TOWN COUNCIL
BUKEDEA,TAMULA,BUKEDEA TOWN COUNCIL
BUKEDEA,ALIGOI,KACHUMBALA
BUKEDEA,AMUS,KACHUMBALA
BUKEDEA,KACHABOI,KACHUMBALA
BUKEDEA,KACHUMBALA,KACHUMBALA
BUKEDEA,KACHURU,KACHUMBALA
BUKEDEA,KAPAANG,KACHUMBALA
BUKEDEA,KAPUYAN,KACHUMBALA
BUKEDEA,KAWO,KACHUMBALA
BUKEDEA,KOMUGE,KACHUMBALA
BUKEDEA,CHODONG,KIDONGOLE
BUKEDEA,KAJAMAKA,KIDONGOLE
BUKEDEA,KALUPO,KIDONGOLE
BUKEDEA,KANYAMUTAMU,KIDONGOLE
BUKEDEA,KATEKWAN,KIDONGOLE
BUKEDEA,KAWO,KIDONGOLE
BUKEDEA,KIDONGOLE,KIDONGOLE
BUKEDEA,KOENA,KIDONGOLE
BUKEDEA,ABILAEP,KOLIR
BUKEDEA,AMINIT,KOLIR
BUKEDEA,ANGANGAM,KOLIR
BUKEDEA,APOPONG,KOLIR
BUKEDEA,KAMUTUR,KOLIR
BUKEDEA,KANYIPA,KOLIR
BUKEDEA,KOCUS,KOLIR
BUKEDEA,KODIATA,KOLIR
BUKEDEA,KOLIR,KOLIR
BUKEDEA,KABARWA,MALERA
BUKEDEA,KACHEDE,MALERA
BUKEDEA,KACHONGA,MALERA
BUKEDEA,KACOC,MALERA
BUKEDEA,KAKORI,MALERA
BUKEDEA,KAKUTOT,MALERA
BUKEDEA,KALOU,MALERA
BUKEDEA,KANGOLE,MALERA
BUKEDEA,KOBAALE,MALERA
BUKOMANSIMBI,BUKANGO,BIGASA
BUKOMANSIMBI,BUTALAGA,BIGASA
BUKOMANSIMBI,KIGANGAZZI,BIGASA
BUKOMANSIMBI,MBIRIIZI,BIGASA
BUKOMANSIMBI,CENTRAL,BUKOMANSIMBI  TOWN COUNCIL
BUKOMANSIMBI,KIGUNGUMIKA,BUKOMANSIMBI  TOWN COUNCIL
BUKOMANSIMBI,KIREMBEKO,BUKOMANSIMBI  TOWN COUNCIL
BUKOMANSIMBI,KISAGAZI,BUKOMANSIMBI  TOWN COUNCIL
BUKOMANSIMBI,KYANGO,BUKOMANSIMBI  TOWN COUNCIL
BUKOMANSIMBI,BUTENGA TOWN BOARD,BUTENGA
BUKOMANSIMBI,KABIGI,BUTENGA
BUKOMANSIMBI,KASSEBWERA,BUTENGA
BUKOMANSIMBI,KAWOKO,BUTENGA
BUKOMANSIMBI,KISIITA,BUTENGA
BUKOMANSIMBI,KYANKOOLE,BUTENGA
BUKOMANSIMBI,BUTAYUNJA,KIBINGE
BUKOMANSIMBI,KIRYASAAKA,KIBINGE
BUKOMANSIMBI,KISOJJO,KIBINGE
BUKOMANSIMBI,MALEKU,KIBINGE
BUKOMANSIMBI,MIRAMBI,KIBINGE
BUKOMANSIMBI,GAYAAZA,KITANDA
BUKOMANSIMBI,LUWOKO,KITANDA
BUKOMANSIMBI,MAKUKUULU,KITANDA
BUKOMANSIMBI,MITIGYEERA,KITANDA
BUKOMANSIMBI,NDEEBA,KITANDA
BUKWO,AMANANG,BUKWO
BUKWO,CHEBOI,BUKWO
BUKWO,KAMUTUNGON,BUKWO
BUKWO,KULULU,BUKWO
BUKWO,MUIMET,BUKWO
BUKWO,SOSHO,BUKWO
BUKWO,KABASKEN,BUKWO TOWN COUNCIL
BUKWO,KAPKOROSOI,BUKWO TOWN COUNCIL
BUKWO,KAPKURESON,BUKWO TOWN COUNCIL
BUKWO,TORASIS,BUKWO TOWN COUNCIL
BUKWO,CHEPKUTO,CHEPKWASTA
BUKWO,CHEPKWASTA,CHEPKWASTA
BUKWO,KAPSABIT,CHEPKWASTA
BUKWO,KAPSARUR,CHEPKWASTA
BUKWO,KAPSEKEK,CHEPKWASTA
BUKWO,KIRETEI,CHEPKWASTA
BUKWO,SUNGORA,CHEPKWASTA
BUKWO,BISHO,CHESOWER
BUKWO,CHESOWER,CHESOWER
BUKWO,KAPTEKA,CHESOWER
BUKWO,NYALIT,CHESOWER
BUKWO,SIIT,CHESOWER
BUKWO,KABEI,KABEI
BUKWO,KAPSENETON,KABEI
BUKWO,KAPTERIT,KABEI
BUKWO,LWONGON,KABEI
BUKWO,MUTUSYET,KABEI
BUKWO,KAMET,KAMET
BUKWO,KAPKUMOLON,KAMET
BUKWO,LWONGON,KAMET
BUKWO,MOKOYON,KAMET
BUKWO,YEMITEK,KAMET
BUKWO,CHEBINYINY,KAPTERERWO
BUKWO,KAPKOLOSWO,KAPTERERWO
BUKWO,KAPNANDI,KAPTERERWO
BUKWO,KAPTALI,KAPTERERWO
BUKWO,KAPTERERWA,KAPTERERWO
BUKWO,KAPTOLOMOGON,KAPTERERWO
BUKWO,CHEMWAISUS,KORTEK
BUKWO,CHESIMAT,KORTEK
BUKWO,KAPKOKOYO,KORTEK
BUKWO,KUBOBEI,KORTEK
BUKWO,MOKOYON,KORTEK
BUKWO,ARALAM,RIWO
BUKWO,BRIM,RIWO
BUKWO,CHEPSOIKEY,RIWO
BUKWO,KAPCHEMOGEN,RIWO
BUKWO,KAPKWARE,RIWO
BUKWO,RIWO,RIWO
BULAMBULI,BUNATAJJE,BUGINYANYA
BULAMBULI,GIDUNO,BUGINYANYA
BULAMBULI,GOOZI,BUGINYANYA
BULAMBULI,KIRWALI,BUGINYANYA
BULAMBULI,SISIYI,BUGINYANYA
BULAMBULI,TABALI,BUGINYANYA
BULAMBULI,BUKHALU,BUKHALU
BULAMBULI,BUKHALU,BUKHALU
BULAMBULI,BULUMERA,BUKHALU
BULAMBULI,BULUMERA,BUKHALU
BULAMBULI,BUMUSAMALI,BUKHALU
BULAMBULI,BUMUSAMALI,BUKHALU
BULAMBULI,BUNALWERE,BUKHALU
BULAMBULI,BUNALWERE,BUKHALU
BULAMBULI,BUNAMALIRO,BUKHALU
BULAMBULI,BUNAMALIRO,BUKHALU
BULAMBULI,BUNAMBUTYE,BUKHALU
BULAMBULI,BUNAMBUTYE,BUKHALU
BULAMBULI,BUNAMUJJE,BUKHALU
BULAMBULI,BUNAMUJJE,BUKHALU
BULAMBULI,BUNGWANYI,BUKHALU
BULAMBULI,BUNGWANYI,BUKHALU
BULAMBULI,BUSABULO,BUKHALU
BULAMBULI,BUSABULO,BUKHALU
BULAMBULI,BUGATISA,BULAAGO
BULAMBULI,BUNASUFWA,BULAAGO
BULAMBULI,BUSIYA,BULAAGO
BULAMBULI,DOOBA,BULAAGO
BULAMBULI,TUNYI,BULAAGO
BULAMBULI,ADMINISTRATION,BULAMBULI TOWN COUNCIL
BULAMBULI,BURUKURU,BULAMBULI TOWN COUNCIL
BULAMBULI,BUTTA,BULAMBULI TOWN COUNCIL
BULAMBULI,BWIKHONGE,BULAMBULI TOWN COUNCIL
BULAMBULI,MBIGI,BULEGENI
BULAMBULI,MUVULE,BULEGENI
BULAMBULI,SAMAZI,BULEGENI
BULAMBULI,BULUGANYA,BULUGANYA
BULAMBULI,MABUGU,BULUGANYA
BULAMBULI,NAMUNANE,BULUGANYA
BULAMBULI,NATABA,BULUGANYA
BULAMBULI,SOTTI,BULUGANYA
BULAMBULI,BUGIMWERA,BUMASOBO
BULAMBULI,BUMASOBO,BUMASOBO
BULAMBULI,BUSHUNU,BUMASOBO
BULAMBULI,BUWOKADALA,BUMASOBO
BULAMBULI,NAZWAZWA,BUMASOBO
BULAMBULI,BUMASIFWA,BUMUGIBOLE
BULAMBULI,BUMUGIBOLE,BUMUGIBOLE
BULAMBULI,GAMANGWENI,BUMUGIBOLE
BULAMBULI,LOGOLI,BUMUGIBOLE
BULAMBULI,MAYIYI,BUMUGIBOLE
BULAMBULI,SUGUTA,BUMUGIBOLE
BULAMBULI,BUKIBOLOGOTO,SIMU
BULAMBULI,KIDEGA,SIMU
BULAMBULI,KIKUYU,SIMU
BULAMBULI,SIMU,SIMU
BULIISA,BIISO,BIISO
BULIISA,BUBWE,BIISO
BULIISA,BUSINGIRO,BIISO
BULIISA,NYAMASOGA,BIISO
BULIISA,BUGANA,BULIISA
BULIISA,KAKOORA,BULIISA
BULIISA,KIGOYA,BULIISA
BULIISA,NYAMITETE,BULIISA
BULIISA,CENTRAL,BULIISA TOWN COUNCIL
BULIISA,EASTERN,BULIISA TOWN COUNCIL
BULIISA,NORTHERN,BULIISA TOWN COUNCIL
BULIISA,WESTERN,BULIISA TOWN COUNCIL
BULIISA,BOOMA,BUTIABA
BULIISA,BUGOIGO,BUTIABA
BULIISA,PIIDA,BUTIABA
BULIISA,WALUKUBA,BUTIABA
BULIISA,KIGWERA,KIGWERA
BULIISA,KIRAMA,KIGWERA
BULIISA,KISANSYA,KIGWERA
BULIISA,NDANDAMIRE,KIGWERA
BULIISA,WANSEKO,KIGWERA
BULIISA,GARASOYA,KIHUNGYA
BULIISA,KAGERA,KIHUNGYA
BULIISA,NYERAMYA,KIHUNGYA
BULIISA,WAAKI,KIHUNGYA
BULIISA,AVOGERA,NGWEDO
BULIISA,MUBAKU,NGWEDO
BULIISA,MVULE,NGWEDO
BULIISA,NGWEDO,NGWEDO
BULIISA,NILE,NGWEDO
BUNDIBUGYO,BUHUNDU,BUKONZO
BUNDIBUGYO,BUKANGAMA,BUKONZO
BUNDIBUGYO,BUNGUHA,BUKONZO
BUNDIBUGYO,BUSAMBA,BUKONZO
BUNDIBUGYO,IRAMBURA,BUKONZO
BUNDIBUGYO,BURONDO,BURONDO
BUNDIBUGYO,KARAMBI,BURONDO
BUNDIBUGYO,MWEMBI,BURONDO
BUNDIBUGYO,SEMPAYA,BURONDO
BUNDIBUGYO,BUMATE,HARUGALE
BUNDIBUGYO,BUPOMBOLI,HARUGALE
BUNDIBUGYO,KALEYALEYA,HARUGALE
BUNDIBUGYO,KASULENGE,HARUGALE
BUNDIBUGYO,NGITE,HARUGALE
BUNDIBUGYO,BUNYAMWERA,KAGUGU
BUNDIBUGYO,KAGUGU,KAGUGU
BUNDIBUGYO,NKURANGA,KAGUGU
BUNDIBUGYO,KASITU,KASITU
BUNDIBUGYO,KATWAKALI,KASITU
BUNDIBUGYO,MABERE,KASITU
BUNDIBUGYO,MAHINYI,KASITU
BUNDIBUGYO,MALOMBA,KASITU
BUNDIBUGYO,MUNGUNI,KASITU
BUNDIBUGYO,NDALIBANA,KASITU
BUNDIBUGYO,NYAKIGHOMA,KASITU
BUNDIBUGYO,BUNDIMBUGA,NDUGUTO
BUNDIBUGYO,BUTAMA,NDUGUTO
BUNDIBUGYO,KASANZI,NDUGUTO
BUNDIBUGYO,MUTUNDA,NDUGUTO
BUNDIBUGYO,BURAMBAGIRA,NGAMBA
BUNDIBUGYO,BUTHOLYA,NGAMBA
BUNDIBUGYO,KIKYO,NGAMBA
BUNDIBUGYO,NGAMBA,NGAMBA
BUNDIBUGYO,BUGANDO,NTOTORO
BUNDIBUGYO,BUHUNDU,NTOTORO
BUNDIBUGYO,KANYANSIRI,NTOTORO
BUNDIBUGYO,KINYANKENDE,NTOTORO
BUNDIBUGYO,NTOTORO,NTOTORO
BUNDIBUGYO,NYANSORO,NTOTORO
BUNDIBUGYO,BUNYANGULE,SINDILA
BUNDIBUGYO,KAKUKA,SINDILA
BUNDIBUGYO,NYANKONDA,SINDILA
BUNDIBUGYO,BUSUNGA,BUBANDI
BUNDIBUGYO,LAMIA,BUBANDI
BUNDIBUGYO,MULUNGITANUA,BUBANDI
BUNDIBUGYO,NJUULE,BUBANDI
BUNDIBUGYO,NYAMBARO,BUBANDI
BUNDIBUGYO,BUBUKWANGA,BUBUKWANGA
BUNDIBUGYO,BUNYAMWERA,BUBUKWANGA
BUNDIBUGYO,HUMYA,BUBUKWANGA
BUNDIBUGYO,MAMPONGYA,BUBUKWANGA
BUNDIBUGYO,MAMPUNGULO,BUBUKWANGA
BUNDIBUGYO,SAARA,BUBUKWANGA
BUNDIBUGYO,BIMARA,BUNDIBUGYO TOWN COUNCIL
